circ_id	gene_id	antiHormonal_20m_ESR1_tamoxifen_2m_3	aging_24m_ESR1_6m_2	aging_24m_CYP19A1_no_3	antiHormonal_18m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_3	aging_24m_CYP19A1_6m_3	aging_12m_ESR1_no_2	antiHormonal_18m_ESR1_no_1	aging_12m_ESR1_no_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_no_2	aging_24m_ESR1_6m_3	aging_18m_ESR1_no_1	aging_12m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_18m_ESR1_no_3	aging_24m_CYP19A1_12m_1	aging_30m_CYP19A1_18m_3	aging_24m_CYP19A1_6m_2	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_1	aging_24m_ESR1_12m_2	antiHormonal_20m_CYP19A1_no_1	aging_12m_CYP19A1_no_1	antiHormonal_20m_CYP19A1_no_3	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_24m_ESR1_no_2	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_18m_ESR1_1w_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_2	aging_18m_CYP19A1_no_2	aging_18m_ESR1_1w_3	aging_24m_ESR1_6m_1	antiHormonal_20m_ESR1_letrozole_2m_1	aging_24m_ESR1_no_1	aging_24m_ESR1_12m_1	antiHormonal_20m_ESR1_no_3	aging_24m_CYP19A1_12m_3	aging_24m_CYP19A1_6m_1	aging_12m_CYP19A1_no_3	aging_12m_CYP19A1_no_2	aging_30m_ESR1_18m_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_2	aging_12m_CYP19A1_1w_3	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_1	aging_30m_ESR1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_18m_CYP19A1_1w_3	aging_12m_CYP19A1_1w_2	aging_12m_CYP19A1_1w_1	aging_12m_ESR1_1w_3	aging_24m_CYP19A1_no_2	aging_18m_CYP19A1_no_3	aging_24m_ESR1_12m_3	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_1	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_no_3	aging_30m_CYP19A1_18m_1	aging_18m_ESR1_1w_1	antiHormonal_20m_CYP19A1_letrozole_2m_3	aging_18m_CYP19A1_no_1
chr16:16948514-16948649:-																																												1																													
chr16:17104516-17117433:-																																										1																															
chr16:17118857-17121307:-																																														1																											
chr16:17125567-17130335:-																			1																																																						
chr16:17166579-17172097:-																																																																								1	
chr16:17166579-17174080:-																																																								1			1						1								
chr16:17166579-17178457:-																																1																																									
chr16:17181811-17191280:-																							1																						1																												
chr16:17191214-17195041:-																																																										1															
chr16:17191214-17196378:-																																																	1															1									
chr16:17191214-17207321:-									1	2						1	1		1					4										2					1		1																					1					1			1			1
chr16:17196306-17207321:-																																																																1									
chr16:17286757-17287222:+		1														1																																1																				1			2		
chr16:17481241-17489537:-														1														1																																													
chr16:17489409-17492522:-																																1				1																													1								
chr16:17489409-17498625:-																																																									1																
chr16:17489409-17503368:-																1																																																									
chr16:17490933-17492522:-				1															1																																																						
chr16:17490933-17503368:-																																																														1											
chr16:17498413-17503368:-																														1																																											
chr16:17498413-17515558:-												1																																	1																												
chr16:17501023-17515558:-					1																										2							2														1		2					2			1								3		1	
chr16:17582213-17582360:-																																																									1																
chr16:17582248-17589733:+																														2															1							1																					
chr16:17660426-17667658:-																												1																																													
chr16:17669655-17670378:+																																							1																																		1
chr16:17674616-17677390:-								1																																																	1						1										
chr16:17676376-17677316:+																																			1																																						
chr16:17676505-17677376:-																										1																																															
chr16:17884687-17889223:-									1																																																																
chr16:17888027-17888852:+																																																													1												
chr16:17894106-17902619:-															1		2																													1				1									1									2					
chr16:18044334-18044581:+																																													2																											1	
chr16:18067857-18068836:+					1																																																																				
chr16:18100402-18100562:-																														1																																											
chr16:18101561-18101728:-												1						1																																																							
chr16:18101561-18101734:-																																																	1																								
chr16:18125834-18130622:-																																	1																							1																	
chr16:18125834-18134598:-						2				1			2				2		1											1					1											2						3				1				1							2					1	
chr16:18125834-18142314:-																																													1																												
chr16:18140046-18140300:-																																													1																												
chr16:18202629-18202802:-																																																																				1					
chr16:18226498-18226680:+														1																																																											
chr16:18226665-18229924:+																																																															3										
chr16:18257069-18296607:+																																																															2										
chr16:18362861-18371332:+																																																				1																					
chr16:18614581-18626173:-																													1																																												
chr16:18636653-18645856:+																																										1																															
chr16:18636669-18642032:-					1																																																																				
chr16:18643738-18645856:+																												1																																													
chr16:18645493-18645636:+																																																	1																								
chr16:18713524-18718207:+																																1													1	2																1			1					1			
chr16:18714653-18716538:+																																																				1																					
chr16:18729398-18753929:+																																1																																									
chr16:18735190-18753929:+																																	1																																								
chr16:18737726-18753929:+																																				1																																					
chr16:18765096-18766268:+														2																1																					1																						
chr16:18765096-18775007:+																		1																																																							
chr16:19170620-19181213:+																																							1																																		1
chr16:19771394-19771575:-																																		1																									1														
chr16:19920742-19926393:+													1	2										1				1					1		1										1					1	1															1							
chr16:19920742-19936806:+																															1																																										
chr16:19925413-19926393:+		1																												1		1																																							1		
chr16:19925413-19939048:+										2	1		1																						1																							2															
chr16:19943322-19943971:+																													1																																												
chr16:19969192-19978002:+																																								1																																	
chr16:19969192-19980887:+																																																														1											
chr16:19969192-19993289:+																																	1																																								
chr16:19977887-19990052:+														1																																																											
chr16:19980726-19990052:+																																																								1																	
chr16:19993245-20009239:+						2																																																			2																
chr16:19998251-20008247:+																																														1																											
chr16:20005001-20009239:+																							1																												1				1																		
chr16:20026505-20027216:-																																																	1																								
chr16:20032017-20033242:+																		1																																																							
chr16:20038368-20040503:+																			1																																					1																	
chr16:20101473-20105819:-																												1																																													
chr16:20104515-20106702:-																																																										1															
chr16:20116343-20117076:-																																																	1		2	2								1													
chr16:20157626-20176308:-																																																														1											
chr16:20187368-20187592:+																																																																				1					
chr16:20197197-20208190:-		2																																																																							
chr16:20208119-20211557:-																													1																																												
chr16:20214765-20218789:-												1																																																													
chr16:20241055-20241235:-					2																																								1						1																						
chr16:20426514-20427639:-																												1																																													
chr16:20427236-20427836:-								1																																																																	
chr16:20475293-20476359:+					1	1	1			2							4		1																1			3									5							1												3							
chr16:20479093-20480483:+																																1																																									
chr16:20494094-20494579:+																														1											1																																
chr16:20499463-20503258:+																																																		1														1									
chr16:20501423-20503233:-																																	1																																								
chr16:20502168-20503258:+		1												1			1							1																																																	
chr16:21253437-21254571:+								1																																																																	
chr16:21285164-21295259:+																																		1																																							
chr16:21288867-21314676:+																																																	1																								
chr16:21325520-21336982:+																																						1																																			
chr16:21336033-21340705:+																																																									1																
chr16:21351033-21372972:+																																																																				1					
chr16:21468580-21468742:+																																				1																																					
chr16:21594095-21596652:-																																1																																									
chr16:21830244-21855396:+																																																									1																
chr16:21842390-21847342:+														1																																																											
chr16:21850854-21855396:+																																				1																																					
chr16:21855220-21865553:+																																						1																																			
chr16:22067186-22067883:-															2											1																																															
chr16:22069615-22078011:-														1																									1																	1																	1
chr16:22669738-22669896:-																																																											1														
chr16:22689271-22689689:+																																													1																												
chr16:22973967-22976125:+																																																				1																					
chr16:23126231-23126546:+																														1																																											
chr16:23136314-23140428:+					1							1																																																													
chr16:23136314-23147189:+																																																		1																							
chr16:23787057-23788823:-																																																					1																				
chr16:24261166-24261640:+										1																									1															1								1															
chr16:24261166-24275692:+		2	2							1				2			5			1								2			1		1															1			1	1																					
chr16:24261531-24275692:+					1				1						1	3		1			1		1	1					2	1	3	1			1	1			2	1		1					1			2	1			1				1	3			1		1		1	1	1					2
chr16:24261531-24378407:+									1																						1																																										
chr16:24275583-24378407:+								1																																																																	
chr16:24374255-24378407:+																												1																		1				1		1																					
chr16:24374339-24378407:+																																																									1																
chr16:24378342-24500621:+																																																														1											
chr16:24426866-24427067:+																																						1						2																								1			1		
chr16:24426866-24480539:+																																																		1																							
chr16:24426866-24500621:+						1											1																																																								
chr16:24426866-24581026:+																																																																						1			
chr16:24429455-24429662:-																																																																								1	
chr16:24450859-24451036:-																	2																																						1																		
chr16:24480427-24500621:+																																													1																												
chr16:24500496-24502689:+																																														1																											
chr16:24500496-24510941:+														1																																																											
chr16:24580343-24581026:+					2	2					3	1	3	1						1	1		2													1															1				1						1					1		2		1	1	1	
chr16:24580343-24663967:+																																																																							1		
chr16:24663841-24708709:+												1																																			1																										
chr16:24802753-24802911:+											1																																																														
chr16:25064866-25070927:+																																										1																															
chr16:25582016-25583046:+		2			1									1						2								1		1				3	1								1							1					1	1		1				1			1								
chr16:25582024-25583046:+																																																				1																					
chr16:25620503-25639392:+																																																								1																	
chr16:25681029-25686999:+																																							1																																		1
chr16:25709541-25709678:-												1																																																													
chr16:25841005-25850004:+																																																	2																								
chr16:27228074-27236115:+											1								1																	1																																					
chr16:27235998-27257127:+																																										1																	1											1			
chr16:27240453-27240676:+																																																	1																								
chr16:27254312-27257127:+										1																																																								1							
chr16:27268018-27269916:+																																																																							1		
chr16:28701422-28701570:-																																																		1																							
chr16:29036364-29036502:+																																	1																																								
chr16:29039061-29039326:+																																																																	1								
chr16:29085696-29112356:-																	1																																																								
chr16:29112239-29117072:-						1																																												2																							
chr16:29288059-29298720:-																1																																																									
chr16:29407070-29433982:+																																																																							1		
chr16:29439199-29467829:+														1																																																											
chr16:29440283-29467829:+																																																																				2				1	
chr16:29781033-29782435:-																																							1																																		1
chr16:30133233-30134085:+																			1																																																						
chr16:30157250-30160095:-																																																											1														
chr16:30158431-30169865:-													1																																																												
chr16:30173050-30180308:-																	1																																																								
chr16:30174571-30181567:-																											1											1																																			
chr16:30337118-30366287:-																																	1																																								
chr16:30356247-30358356:-																																										1																															
chr16:30356272-30366287:-																																																																							1		
chr16:30362220-30366287:-								1														3														2	1	1																																			
chr16:30383464-30388066:-																1																																																									
chr16:30920643-30960615:-												1																																																													
chr16:30922317-30960615:-																																								1																																	
chr16:30934820-30960615:-																													1				1		1	1			1											1																							1
chr16:30934820-30979206:-													1																																																												
chr16:30946139-30952442:-										2																																																															
chr16:30946139-30960615:-		1	1		1							3	3						1	1	1		1			2						2				3		1	2						1				3							1						1						1			1		2
chr16:30946139-30979206:-																																																																		1							
chr16:30955355-30968985:-																														1																																											
chr16:30955355-30979206:-									1																		1																																														
chr16:30972524-30979206:-										1																			1										1																										1								1
chr16:31502946-31590673:+																	1																																																								
chr16:31502946-31600653:+																		1																																																							
chr16:31556355-31556658:+																																							1																																		1
chr16:31561924-31615828:+																									1											1																																					
chr16:31590575-31600653:+																																																															1										
chr16:31590575-31615828:+																							1																																																		
chr16:31590575-31624552:+																																															1																										
chr16:31590575-31631642:+														1														1																	1																												
chr16:31600600-31615828:+																													1									1																																			
chr16:31600600-31631642:+									1											1																																							1														
chr16:31606900-31615828:+									2	1	1				2			1					1								2	1																								2						1							1		1		
chr16:31606900-31624552:+																												1																																													
chr16:31606900-31631642:+											1										1		1			2				1		1				1		3				1			2						1								1			1											
chr16:31612322-31624552:+																																																								1																	
chr16:31615684-31631642:+																	1														1		1			1																														1							
chr16:31624432-31631642:+																																																	1									1															
chr16:31647906-31648123:+																									1																																																
chr16:31750770-31751067:-																																							1																																		1
chr16:31787618-31796575:-																																								1																																	
chr16:31796417-31809283:-																																																																	1								
chr16:31796498-31802691:-																																				1																																1					
chr16:31796498-31809283:-											1	1	1	1	1		4			1		1					1												2	1		1			1							1					3						3			1							2
chr16:31802082-31802691:-															1																							1																																			
chr16:31802082-31809283:-																					1		2																			1	1																														
chr16:31802082-31814229:-																					1																																																				
chr16:31837479-31837617:+																																																																								2	
chr16:31846530-31852717:-																																																				1																					
chr16:31846530-31856126:-								1												1								2						1					3			1	1																														3
chr16:31846530-31871201:-																																																		1																							
chr16:31852605-31862818:-																																																				1																					
chr16:31856063-31863399:-												2																																																													
chr16:31896088-31896294:-																																																			1																						
chr16:31906112-31911303:-																									2																																																
chr16:31920296-31923106:-																					1									1												1			1																												
chr16:32101129-32104367:+																																																																	2								
chr16:32107937-32117311:+																																						1																																			
chr16:32178826-32191358:+																																																															1										
chr16:32178826-32194842:+		1													1																			1																																							
chr16:32186162-32188245:+																																																																								2	
chr16:32285258-32286038:+																																																					1																				
chr16:32431986-32437549:+																					1																																																				
chr16:32433384-32434212:+											2																					1																																									
chr16:32435567-32440115:+																																																									1																
chr16:32435567-32442253:+																																													1																												
chr16:32437036-32437994:+											1	2		1		1							1											1				2	1	2			3						1		1					2						1					1		3				1
chr16:32439184-32440115:+																																																														1											
chr16:32489610-32496803:+															1																																																										
chr16:32630273-32630474:-																															2																																										
chr16:32644266-32658723:-		1																																																																							
chr16:32656284-32665076:-																																						1					1																														
chr16:32660299-32661103:+																																																																	1								
chr16:32663368-32665076:-																																																															1										
chr16:32682007-32682238:-																																																																	1								
chr16:32711635-32715567:+																																																										1					2										
chr16:32718841-32719219:+																1																																																									
chr16:32770662-32775775:+															1	1											3												1												1								1														1
chr16:32770662-32779901:+									1				1								2		1					1						2		1		1							2					1		1														1		1					
chr16:32770662-32782114:+		3	6	10	7	10	14	3	5	7	11	8	8	10	3	5	12	8	6	12	7	14	8	16	8	11	5	14	5	10	7	6	10	16	5	11		7	9	9	5	6	5	8	7	7	7		13	6	11	8	3	6	16	7	12	4	7	6	2	8	8	2	9	6	6	10		15	10	20	9
chr16:32770662-32796219:+													1																																							1																1				1	
chr16:32770662-32799914:+					1																																																														1						
chr16:32772427-32782114:+				1														1				1			1					1							1		1												1	1										1											1
chr16:32772427-32796219:+																																						1																																			
chr16:32779765-32782114:+		1																																																																							
chr16:32799766-32802274:+																																																											1														
chr16:32799803-32806397:+																																														1																											
chr16:32802198-32807258:+																																																																			1	1					
chr16:32802198-32808851:+		1			2				1		3			2		3	5	1	3				1				2			1		2		1			1			1	1	3			3					2	1				1	2	2		3			3											
chr16:32802198-32810688:+																																																					1																				
chr16:32802198-32814203:+																																				2																																					
chr16:32802198-32819011:+																1																																																									
chr16:32807109-32808851:+						1				1																1		1						1	1				1				1						2			2		1				1		1	2		1					1		1			1
chr16:32886681-32901406:+																																																											1														
chr16:32903389-32909742:+																																																					1																				
chr16:32908472-32911732:+																																							1																																		1
chr16:32927384-32930278:+																																															1											1															
chr16:33016444-33030463:+																																										1																															
chr16:33016444-33030472:+											1																																	1	2			2																	2			1					
chr16:33016444-33037229:+																		1																																														1									
chr16:33016444-33047725:+																																																																		1							
chr16:33016444-33049518:+											2																						3																			1																					
chr16:33025042-33026372:+					2					1			1	1		3										1				1		1													1					1	1				1	1	1	1							1	1		2				1	
chr16:33025042-33030472:+																																																																				1					
chr16:33026293-33034913:+																																			1																																						
chr16:33030296-33037229:+																																																																								1	
chr16:33030296-33045050:+																																																																								2	
chr16:33034712-33037229:+																																																									1																
chr16:33047227-33049518:+																																																								1																	
chr16:33054793-33056778:+																											1		1																														1														
chr16:33084629-33090073:+												1																																																													
chr16:33241691-33255344:+								2	3	4		11	5	2			3	3	3	6		3			5			5				8			6	2		7			3			4	4	4	6		5	3	5					6			4			5			5	5		6			5		
chr16:33241691-33288553:+											2		1																															1	3				1		1								2								2	1					
chr16:33247564-33255344:+														1												1															1																						1										
chr16:33254996-33255344:+																			1																																																						
chr16:33254996-33288553:+					1				1			1															1		1										1																										1								1
chr16:33277246-33288553:+														2			6				3											2				1							3		3	1			2		1																						
chr16:33285617-33288553:+																	2																												1		1																										
chr16:33287225-33288553:+		1		1					1					1			3				1		1				1				1			1		1						1									1			1																	1		
chr16:33290848-33290996:-												1																																																													
chr16:33513176-33531069:+																																						1																																			
chr16:33514025-33514253:-																																1																																									
chr16:33527286-33531069:+									1																							1	2																																								
chr16:33530770-33547966:+																																																											2														
chr16:33539877-33547966:+																																							1																																		1
chr16:33540101-33547966:+																							1																																																		
chr16:33545795-33547966:+																																			1																																						
chr16:33545795-33550963:+																																				1									1									1																			
chr16:33547658-33547858:-																																						1																																			
chr16:33550847-33562866:+																																	2																																								
chr16:33550847-33571579:+																																										1																															
chr16:33562778-33581206:-																																																									2																
chr16:33581128-33583986:+																																																																		1							
chr16:33665356-33740584:+																1																																																									
chr16:33685818-33696421:+																					1																																																				
chr16:33705323-33723253:+									1																																																																
chr16:33740155-33740584:+														1																																																											
chr16:33797896-33813400:-																																													1																												
chr16:33805545-33813400:-																																																		1																							
chr16:33810138-33813400:-														1																																						1							1														
chr16:33873930-33875485:-																																1																																									
chr16:33991642-34010107:-																																																									1																
chr16:34047397-34072769:-									1																																																																
chr16:34079835-34080029:+																			1																																																						
chr16:34114488-34152616:-																																																											1														
chr16:34127979-34134730:-																																						1																																			
chr16:34295829-34296033:-																																						1																																			
chr16:34773149-34784216:+						1					1																																						1																								
chr16:34791612-34799665:+																																															2																										
chr16:34797255-34799665:+																					1																																																				
chr16:34806407-34806561:-																																				1																																					
chr16:34817020-34817226:+																																																																								1	
chr16:34881620-34881886:-																																																																								1	
chr16:34882711-34883128:+																							1																																																		
chr16:35087550-35092590:+									1																																																																
chr16:35091221-35092500:+																																																													1												
chr16:35128434-35139239:-																																																																		1							
chr16:35129658-35129812:+																																																																				2					
chr16:35139174-35149983:-																																							1																				1														1
chr16:35250103-35287027:-		1																																																																							
chr16:35269773-35276915:-							3				1																1		1																																				1						1		
chr16:35269773-35287027:-										1				1																																1																											
chr16:35539682-35554436:-																																																								1																	
chr16:35539682-35570959:-																																																																						2			
chr16:35550656-35570959:-																																																																				1					
chr16:35607560-35639132:+																																																																				1					
chr16:35653491-35653629:-													1																																																												
chr16:35665098-35674128:-		1																																																																							
chr16:35665640-35674128:-																															1																																										
chr16:35673102-35674128:-									1																																																																
chr16:35748896-35749147:+																																										1																															
chr16:35749381-35751960:-				2			1			1																																				1								2	1						1		1										
chr16:35749673-35751960:-		2						1			1	1	1		3	2	1	2							4		3				1	2			1			3		2	1	4	3	1	1	3			1	1	2					2						2			2					2	1		
chr16:35761403-35763880:+																																																				1					1																
chr16:35763739-35768724:+											1																																																														
chr16:35766139-35777395:+																																							1																																		1
chr16:35767871-35784734:+																			1																																																						
chr16:35784345-35784734:+									1																													1	1		1	1													1							1									1		1
chr16:35820552-35823320:+																														1									1																					1			3										1
chr16:35820552-35843623:+															1																																																										
chr16:35833263-35840614:+																																																										1															
chr16:36338043-36338206:-																																																										1															
chr16:36620949-36628522:-																												2																																													
chr16:36651859-36678965:+																																														1																											
chr16:36666530-36666811:+											1																																																														
chr16:36706493-36725029:+																																																												1													
chr16:36707601-36713800:+									1																																																																
chr16:36707601-36715306:+											1																																																														
chr16:36718867-36719269:+																																																												1													
chr16:36724915-36740158:+																									2																											1										1			1								
chr16:36746098-36746588:+					1																																																																				
chr16:36789670-36789830:+																																			1																																						
chr16:37642963-37647206:+																																																																			1						
chr16:37697411-37698926:+					2						1									1																1				3			2			2			2		2	2		2			2	1	3	1	1				2	3		1					
chr16:37698649-37698926:+																					1												1																																								
chr16:37701811-37701959:+																														1																																											
chr16:37889474-37892108:-																																																																1									
chr16:37910821-37917757:+																														1																																											
chr16:37964622-38049138:+																																																																							1		
chr16:37991026-38014356:+																	1																	2																																							
chr16:37991026-38028452:+														1																																																											
chr16:37991026-38040520:+																																	1																							1																	
chr16:37991026-38049138:+																																																		1										1									1			1	
chr16:38037475-38049138:+																			1											2																																											
chr16:38040334-38049138:+		1			1															1				2																					1												1		1														
chr16:38061644-38062507:+																																																								1									1								
chr16:38215766-38221346:-																																																										1															
chr16:38217701-38235857:-																										2																																															
chr16:38316913-38318169:-																																																				1																					
chr16:38384477-38396188:+																																																			1																						
chr16:38393505-38396225:-																														1																																											
chr16:38457259-38460711:-																							1																																			1															
chr16:38494275-38494419:+												2																																																													
chr16:38827496-38845476:+																																																				1																					
chr16:41709278-41775715:+											1																	1																						1																							
chr16:42750249-42755888:+																																																						1																			
chr16:42758203-42758338:+											1																																																			1											
chr16:42845301-42850102:+																				1																																																					
chr16:42862552-42866382:+		1																																																																							
chr16:42917617-42917754:+																														1																																											
chr16:43053122-43122978:+																																	1																								1	2															
chr16:43068081-43068281:+																			1																																																						
chr16:43111377-43112252:+																														1																																											
chr16:43179111-43179269:-																					1														2																																						
chr16:43218613-43218835:-					1																																																																				
chr16:43243742-43244455:-																																			1																																						
chr16:43263302-43266635:-																			1																																																						
chr16:43289060-43289323:+																																	1																																								
chr16:43297784-43298131:-									1																																																																
chr16:43390044-43398111:+		1			1						1	1		1			2				4	3			1	1				2					1			1		3		2								1								1	1	1	1		1		2	1				1			
chr16:43397393-43398111:+																																	1																																								
chr16:43397924-43398111:+																2																																																									
chr16:43461824-43462248:+																										1																																															
chr16:43687773-43692183:-																																																								1																	
chr16:43725709-43735966:+											1																																																														
chr16:43735813-43779731:+																																																															1										
chr16:43751557-43767891:+																																																																						1			
chr16:43759277-43767891:+																	2																																																								
chr16:43793831-43794529:-												2																					1																																								
chr16:43849042-43860521:-			5					1																												1											1									1									1								
chr16:43931458-43937245:-										1																																																															
chr16:43937279-43959310:-																																																						1																			
chr16:43976773-43978309:+																																			2																																						
chr16:44019267-44025443:+																				2								1																																1													
chr16:44020977-44025443:+															1		2						2																				1		4	1			1			1			2			2				1		1	2								
chr16:44020977-44029255:+																	1																																																								
chr16:44044292-44044542:+																																																																							1		
chr16:44102158-44111658:-																					1																																																				
chr16:44175803-44178266:+																																												1																													
chr16:44175803-44193028:+																																1																																			1						
chr16:44307075-44312262:-											2																																																														
chr16:44340588-44341698:-		1		1		3					2	3	1		4		2		3		2					2				2				4				6	1			3	1							2		5										2		1				1		2	3	2	1
chr16:44351410-44351586:+												1																																																													
chr16:44547391-44550560:+																													1																																												
chr16:44566299-44566439:-			1																																																																					1	
chr16:44914392-44936745:+																									1																																																
chr16:44914534-44914714:-																																																									1																
chr16:44915235-44943313:+																																								1																																	
chr16:44916357-44916494:-									1																																																																
chr16:44916357-44916496:-																																																																		2							
chr16:44924743-44938612:+																																																																								1	
chr16:44934767-44934923:-																																																				1																					
chr16:44936609-44938612:+			1												1										1					1										2		1																		1		2											
chr16:44936609-44943313:+																			1																																																						
chr16:44987343-44995661:+																															1																																										
chr16:44987343-44998674:+																																													1																1												
chr16:44990229-45004172:+																			1																																																						
chr16:44992009-45003053:+																																																																	1								
chr16:44995612-45008100:+																																		1																																							
chr16:45212608-45220666:-														1																																																											
chr16:45598076-45609480:-																				1			1				2															1	3						1												1		1									1	
chr16:45600619-45621992:-																									1																																																
chr16:45628821-45645184:+																				1																1																																					
chr16:46256717-46258431:-				1								1																					1	2																1						1									1								
chr16:46256717-46284522:-																									1																													1																			
chr16:46274987-46284522:-											1																																									1																					
chr16:48319110-48335103:+																																																				1																					
chr16:48826051-48833733:+															1																	1																																									
chr16:48980022-49017253:+																																																																				1					
chr16:49578758-49584287:+																													1																																												
chr16:49688128-49704617:+																									1																								1																								
chr16:49704528-49718495:+																1																																																									
chr16:49714540-49718495:+																		1																			1																						1		1	1										1	
chr16:49732910-49733487:-																						1																																																			
chr16:49848997-49849256:-																																																		1																							
chr16:50040808-50045656:-																			1					3																									1																		1						
chr16:50044746-50044911:+																																																												1													
