circ_id	gene_id	aging_24m_ESR1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_2	aging_12m_CYP19A1_no_2	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_12m_CYP19A1_no_3	aging_24m_CYP19A1_6m_1	aging_18m_CYP19A1_no_3	aging_18m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	aging_24m_CYP19A1_no_2	aging_24m_CYP19A1_12m_1	aging_24m_CYP19A1_6m_2	aging_12m_CYP19A1_1w_1	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_letrozole_2m_2	aging_24m_ESR1_no_2	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_20m_CYP19A1_no_3	aging_12m_CYP19A1_1w_3	aging_30m_ESR1_18m_3	aging_24m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_12m_ESR1_no_2	aging_30m_CYP19A1_18m_3	aging_30m_CYP19A1_18m_1	aging_24m_ESR1_6m_2	aging_18m_ESR1_no_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_1	aging_18m_CYP19A1_1w_3	aging_18m_ESR1_no_1	aging_18m_ESR1_1w_1	antiHormonal_18m_CYP19A1_no_1	aging_24m_ESR1_12m_3	aging_24m_ESR1_no_1	antiHormonal_20m_ESR1_tamoxifen_2m_3	antiHormonal_20m_ESR1_no_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_12m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_1w_3	antiHormonal_20m_ESR1_no_1	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_24m_ESR1_6m_1	antiHormonal_18m_ESR1_no_3	aging_18m_ESR1_no_3	aging_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_2	aging_24m_CYP19A1_12m_3	aging_18m_CYP19A1_no_1	aging_24m_ESR1_6m_3	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_letrozole_2m_3	antiHormonal_20m_CYP19A1_no_1	aging_24m_CYP19A1_6m_3	aging_30m_ESR1_18m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_12m_ESR1_1w_3	aging_24m_ESR1_12m_2	aging_12m_CYP19A1_no_1	aging_12m_ESR1_no_1	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_1	aging_12m_CYP19A1_1w_2	aging_12m_ESR1_1w_1	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_3	aging_18m_CYP19A1_1w_2
chr16:33810137-33813400:-																																	1											1																													1
chr16:33873929-33875485:-																																																									1																
chr16:33991641-34010107:-																		1																																																							
chr16:34047396-34072769:-																																																	1																								
chr16:34114487-34152616:-																																	1																																								
chr16:34127978-34134730:-																																																					1																				
chr16:34773148-34784216:+						1																																																																			
chr16:34791611-34799665:+									1																																																																
chr16:34797254-34799665:+																																																		1																							
chr16:35087549-35092590:+																																																	1																								
chr16:35139173-35149983:-																																	1																		1				1																		
chr16:35250102-35287027:-																																							1																																		
chr16:35269772-35276915:-																										1											1																												1								
chr16:35269772-35287027:-																																												1										1						1													
chr16:35539681-35554436:-																																																													1												
chr16:35539681-35570959:-																												1																																													
chr16:35550655-35570959:-																																										1																															
chr16:35607559-35639132:+																																										1																															
chr16:35665097-35674128:-																																							1																																		
chr16:35665639-35674128:-																				1																																																					
chr16:35673101-35674128:-																																																	1																								
chr16:35761402-35763880:+																		1																																																							1
chr16:35763738-35768724:+																										1																																															
chr16:35766138-35777395:+																																																			1				1																		
chr16:35767870-35784734:+												1																																																													
chr16:35784344-35784734:+																																			1											1		1	1				1															1					
chr16:35820551-35823320:+													3								1																														1				1														1				
chr16:35820551-35843623:+																														1																																											
chr16:35833262-35840614:+																																																														1											
chr16:36620948-36628522:-																																																											2														
chr16:36651858-36678965:+																																																						1																			
chr16:36706492-36725029:+																																																																					1				
chr16:36707600-36713800:+																																																	1																								
chr16:36707600-36715306:+																										1																																															
chr16:36718866-36719269:+																																																																					1				
chr16:36724914-36740158:+				1																																	1																										1										1
chr16:36746097-36746588:+																																				1																																					
chr16:37642962-37647206:+																								1																																																	
chr16:37697410-37698926:+						2	1				1						1	2								1							1			1					2	1			2									1								1							1		1		2
chr16:37698648-37698926:+																																																		1																							
chr16:37964621-38049138:+																																			1																																						
chr16:37991025-38014356:+																																		1																																							
chr16:37991025-38028452:+																																												1																													
chr16:37991025-38040520:+			1																																																										1												
chr16:37991025-38049138:+																																																										1															
chr16:38037474-38049138:+												1									2																																																				
chr16:38040333-38049138:+							1											1															1			1			1	1																																	
chr16:38217700-38235857:-																																																																						2			
chr16:38384476-38396188:+																																									1																																
chr16:38457258-38460711:-																											1																																			1											
chr16:41709277-41775715:+																							1			1																																	1														
chr16:43053121-43122978:+			1																																																																						
chr16:43390043-43390144:+																					1																																																				
chr16:43390043-43398111:+																1							1			1	1																		3					1			1															1					
chr16:43397392-43398111:+			1																											1																																											
chr16:43397923-43398111:+																																																								2																	
chr16:43429689-43431294:+					1	1		1				1	1										1				1							2	1	1			1		1	1		1			1			1				1		1							2						1		1		1
chr16:43687772-43692183:-																																																													1												
chr16:43725708-43735966:+																										1																																															
chr16:43735812-43779731:+													1																																																												
chr16:43751556-43767891:+																												1																																													
chr16:43759276-43767891:+																																		2																											2												
chr16:43793830-43794529:-			1																													2																																									
chr16:43849041-43860521:-											1																										1															1									1												
chr16:43931457-43937245:-																																																												1													
chr16:43937278-43959310:-																	1																																																								
chr16:43976772-43978309:+																																															2																										
chr16:44019266-44025443:+							2																																																				1										1				
chr16:44020976-44025443:+						1				1																	1			1				1			1			2						2								1								2	1										1
chr16:44102157-44111658:-																																																		1																							
chr16:44175802-44178266:+																																											1																1														
chr16:44175802-44193028:+																																																									1												1				
chr16:44307074-44312262:-																										2																																															
chr16:44340587-44341698:-										1	1	3									2		1			2		1		3		1		1	3				1			1								1	1		4		1			1			1		2			1		1		2			5
chr16:44547390-44550560:+																																																																	1								
chr16:44914391-44936745:+				1																																																																					
chr16:44915234-44943313:+																																													1																												
chr16:44924742-44938612:+																																																										1															
chr16:44936608-44938612:+				1																	1									1															1																		2					1	1				
chr16:44936608-44943313:+												1																																																													
chr16:44987342-44995661:+																				1																																																					
chr16:44987342-44998674:+																1																								1																																	
chr16:44990228-45004172:+												1																																																													
chr16:44992008-45003053:+																																					1																																				
chr16:45212607-45220666:-																																												1																													
chr16:45598075-45609480:-						1	1						1														1																															1										1					
chr16:45600618-45621992:-				1																																																																					
chr16:46256716-46258431:-			1																				1									1					1																								1												
chr16:46256716-46284522:-				1													1																																																								
chr16:46274986-46284522:-																										1																																															1
chr16:48319109-48335103:+																																																																									1
chr16:48826050-48833733:+																														1																											1																
chr16:48980021-49017253:+																																										1																															
chr16:49688127-49704617:+				1		1																																																																			
chr16:49704527-49718495:+																																																								1																	
chr16:49714539-49718495:+					1											1																	1																									1					1										
chr16:50040807-50045656:-						1						1												1																																																	
chr16:50082778-50100902:-																			1																																										1												
chr16:50094909-50100902:-																	2																																					1																			
chr16:51853371-51867812:+																																																																					1				
chr16:51867561-51867812:+							1											1								1								1																															1								
chr16:51932463-51963261:+																																					1																																				
chr16:51956121-51963261:+								1																																																																	
chr16:51972873-52014641:+																																																																						1			
chr16:51984658-51994811:+																							1																	1																																	
chr16:51994716-52014641:+																																																						1																			
chr16:52088744-52089191:-																																																		1																							
chr16:52088744-52117347:-																																																																									1
chr16:55268952-55274429:-																																					2																																				
chr16:55680668-55711212:-																		1																																																							
chr16:55731917-55731993:-																																																									1																
chr16:55731917-55735994:-					1																1																																																				
chr16:55800957-55802769:+												1								1						1																																															
chr16:55800957-55811981:+			1																																																												1										
chr16:55802537-55823189:+																																																								1																	
chr16:55818368-55823189:+																							1																																																		
chr16:55845047-55849965:-																						1																																																			
chr16:55902718-55917794:+																																				1																																					
chr16:55902718-55959463:+																																	1																				1																				
chr16:55909746-55932166:+																1																																																									
chr16:55931968-55959463:+																																												1																								1					
chr16:55959347-55974071:+																																		1											1																												
chr16:55959347-55982771:+																																																	1																								
chr16:55959347-55993636:+																																										1																															
chr16:55971636-55993636:+																																																																							1		
chr16:56000888-56004553:+																																																				1																					
chr16:56025454-56051915:+																																																									1																
chr16:56353151-56353331:+																																																											1														
chr16:56377241-56395517:+											1		1														1															2				1													1														
chr16:56382719-56395517:+																																												2																													
chr16:56407291-56417199:+																							1																																							1											
chr16:56454821-56457487:+																																									1																	1															
chr16:56462851-56492339:+																																																																		1							
chr16:56477628-56488756:+																																															1																										
chr16:56953439-56955142:+																																																																						1			
chr16:56953439-56957170:+			1																																																																						
chr16:56953439-56965161:+																																														1																											
chr16:56958392-56963218:+																														1																																											
chr16:56991985-57004849:-								1																																																																	
chr16:57001854-57007043:-																																							1								1																		1			1					
chr16:57011836-57018747:-																																																										1															
chr16:58244923-58245151:+																																																								1																	
chr16:58244923-58253826:+			1	1		1	2		1			2	8				2	1								1									1	1	1			2		2			3	1			3		1				1		1	5		1	1	1	1		2			1		1	2		2
chr16:58244923-58265755:+												1																												3																																	
chr16:58244923-58272148:+						1																	3																																																		
chr16:58244923-58283471:+						2	1			1																																							1					1												1							
chr16:58244923-58284690:+											1																																																														
chr16:58292673-58292826:-																																			1																																						
chr16:58305125-58314224:-										1								1									2					1									1																		1														
chr16:58305125-58327977:-			1	5	2	2	3	1	1			2	8					2			5		4			1		1		2		2	3	5	3	2	1			2	2	1		2	2	2	1				3	1			3		1	2	8	5	2	2	2		2	1		1	1		1		2
chr16:58327810-58327977:-																		1			1		1																																																		
chr16:59323487-59326683:-																1																																																									1
chr16:59323487-59345333:-																																													1														1											1			
chr16:59342446-59364528:-																							1							1																			1											1										1			
chr16:59342446-59380605:-																																																																							1		
chr16:59362422-59372937:-																																																															1										
chr16:59370764-59398227:-																														1																																											
chr16:62589969-62591175:-				1																			1			1								1																												1											1
chr16:62622084-62651176:-																							1																																																		
chr16:62632211-62651176:-							1																							1																																	1			1							
chr16:62647526-62651176:-			1				1					1				1										1								1		1	1			2	1		1	1								1					1																1
chr16:62705763-62734350:+																																									1																					1						1					
chr16:62705763-62740044:+																																	1																																								
chr16:65624776-65636619:+																1																	1				1				1																												1				
chr16:65624779-65636619:+					1																																			1									1		1				1																		
chr16:65624944-65636619:+									1																																1			1							1				1		1																
chr16:65636094-65636619:+												1																									1																	2																			
chr16:70157745-70157915:+				1			1																			1						1																																									
chr16:70157745-70238207:+						1																												1																						2																	
chr16:70157745-70292287:+																										1																														1																	1
chr16:70198621-70238207:+											1															1																																															
chr16:70198621-70285014:+																																																																		1							
chr16:70198621-70292287:+																																													1											1					1												
chr16:70230432-70233906:+																																																			1				1																		
chr16:70230432-70238207:+			10	17	2	11	8	3		6	11	1	1			1	2	4		3	7		3			4	2	2		5	2	1	7	6	1	6			2	4	7	3		7	4	3	4		1	1	8	1	5	2	8	2	4	11	11	4	2	10	2		1	4		8	1	2	6		5
chr16:70230432-70285014:+																			1																																																						
chr16:70230432-70292287:+			2			1	1				1									1							1						1		1		1				1						1																										1
chr16:70230432-70358029:+			1																																																																						
chr16:70275193-70292287:+			3														1				1																1				1			1						1	1	1			1			4	1	2													1
chr16:70280708-70285014:+			3				1			1								1																		1	1					1							1									3	1			1											1
chr16:70280708-70292287:+																																	1																																								
chr16:70288821-70292287:+																					1																																																				
chr16:70324004-70358029:+																																																														1											
chr16:72730100-72732674:+					1							1	1								1		2												1		2				2		1	2		3												1		2	1												
chr16:73831872-73843825:-																														1																																											
chr16:74149438-74149765:-																											1																																														
chr16:76127633-76127752:-											1																																													1																	
chr16:76127633-76149434:-											1	1		1			1				1						1														2																			1								1					1
chr16:76127633-76149437:-				1	1	1	2	3		2		4					1						1									1	1	2		2			2	1	2	3			1	1					4			1	4	3	1	1										1	1	1			5
chr16:76149359-76149437:-																																												1													1																
chr16:76830790-76834380:+																																									1										1				1																		
chr16:76830790-76847448:+							1																																																																		
chr16:76834235-76847448:+																																															1													1													
chr16:76856050-76874121:+																																					1																																				
chr16:76865940-76880837:+																																																												1													
chr16:76865940-76890630:+																																																				1														1							
chr16:76868531-76873409:+																																		2															1												1				1								
chr16:76877211-76880837:+																																										1																															
chr16:78122044-78133259:+																																																											1														
chr16:84517157-84529369:-																																																																		1							
chr16:84520725-84524484:-																																										1																															
chr16:84635968-84643257:+			1																																																																						
chr16:84810514-84812248:-																																								1																																	
chr16:84810514-84827253:-				1		1						2					1						1				1			1			1		1	1					1			1					1	1	1	1		2	1	2		1	1	2	1	1	2		1			1		1			1
chr16:84810514-84837195:-																										1																																															
chr16:84810514-84840631:-					2		1				1	2											3							1		1				2	1			1						1	1				1			1	1	1			1	1		2	1			3							2
chr16:84821740-84822385:-																																																																	2			1					
chr16:84821740-84827253:-										1																				1														1																													
chr16:84821740-84840631:-																																																					1																				
chr16:84840463-84879776:-																																																																									1
chr16:84853211-84879776:-												1																																																													
chr16:84876727-84879776:-																											1						1	1																	2		1		2															2			
chr16:85664913-85684837:-										1																																																															
chr16:85674757-85674925:-																							1																																																		
chr16:85684704-85684837:-																																								1																																	
chr16:87177554-87212083:-																																																																		1							
chr16:87194041-87197352:-							1																																																																		
chr16:87208506-87223232:-																											1																																														
chr16:87255528-87263244:+																										1				1												1																															
chr16:87283123-87283408:-																1																																																									
chr16:87283123-87283549:-				1									1																																																												1
chr16:87287208-87291315:-						1																																													1				1																		
chr16:87512218-87519496:+																1																									1																									1							
chr16:87711041-87737544:-						1																																																																			
chr16:89618765-89640222:-																																													1																												
chr16:89673925-89682013:-							1																							1																																											
chr16:89694492-89695466:-																																																										1															
chr16:90048762-90049338:-																							1																					1																													
chr16:90229401-90250703:+																																				1																																					
chr16:90663142-90666577:+																										1																																															
chr16:90663142-90673079:+																				1			1										1																1																								1
chr16:90663142-90691543:+			1																																																																						
chr16:90743679-90745001:-																																															1																										
chr16:90747238-90766262:-							1																																																																		
chr16:90766070-90778757:-																														1				1																																							
chr16:90813733-90820347:-																																									1										1				1		1						1										
chr16:90818938-90831175:-														1																																																											
chr16:90819556-90831175:-																										1																																															
chr16:90820225-90831175:-																																																									1																
chr16:90832806-90833577:-																																																					1																				
chr16:91180748-91185004:+				1																																																																					
chr16:91430762-91433967:-																																																				1																					
chr16:91461085-91461710:+					1																									1																	1																										
chr16:91461085-91468353:+																														2																1																			1								
chr16:91472288-91474592:+																																																											2														
chr16:91478982-91480699:-																														1																																											
chr16:91496064-91514363:-														1																																																											
chr16:91504112-91509155:-																																					2																																				
chr16:91579048-91582239:+																		1																		1	1				1										3				3								1		1								
chr16:91579048-91590655:+					1		1												1		1					3								1		2					1	1							2	1						2		1							1	1				2			
chr16:91579048-91603081:+																																																			1				1																		
chr16:91579048-91609041:+																																																1																									
chr16:91579048-91625221:+																																					1																																				1
chr16:91590494-91625221:+																																																																							1		
chr16:91598414-91609041:+																																	1			1					1								1		1			1	1																		
chr16:91608977-91625221:+																																															2						1					1												1			
chr16:91612289-91617707:+																					1		1																																																		
chr16:91612289-91634076:+																																									1																																
chr16:91617338-91617707:+																																																		1																							
chr16:91633948-91636730:+																																	2												1																												
chr16:91633948-91638498:+																				1										1																																											
chr16:91690679-91696560:+																																																			1				1																		
chr16:91723346-91723870:-				2						1																1														1	1				1							1							1											1			
chr16:91896481-91896621:+																																					1																																				
chr16:92441041-92465700:-					1					1	1																													1	1				1	1	1		1										2	1									1		1		1
chr16:92465595-92492625:-																																																																				2					
chr16:92485863-92492625:-																																										1																															
chr16:93513037-93522633:+																																																			1				1																		
chr16:93553963-93579366:+																							1																																																		
chr16:93558920-93560932:+												1						1																																				1				1															
chr16:93558920-93563204:+																																																											1														
chr16:93566281-93570997:+																					2											1																																									
chr16:93595790-93600478:+																																																	1																								
chr16:93596794-93603359:+																							1																																																		
chr16:93598448-93603359:+				1										1													2														1													1							1							1					1
chr16:93600349-93606309:+																																									1																																
chr16:93604100-93606309:+																														1	1																													1													
chr16:93646017-93650786:+			2		1	2	3				2					2	1	1		1			2			1	1			1		1		2	2				1	1	1	2					1			2	2			1	2	4	1	2			1	1	5							2	2		1
chr16:93646017-93652401:+																																																											1														
chr16:93649976-93657485:+																																													2																												
chr16:93657380-93663426:+																																																					2																				
chr16:93659301-93663426:+																										1																																															
chr16:93661847-93668140:+																				1														1																																							
chr16:93667251-93670282:+																																																																	1								
chr16:94063450-94069557:-						2													1													2										1					1			1											1												
chr16:94184770-94186282:+																1	1																								1										1				1		1																
chr16:94184770-94194033:+																					2		2				1			1		2		1			1		2			1							1		2	1		1	2					1	2		1		1				1				1
chr16:94184770-94204227:+			3		1	6	2		1		1	3	1			2	1		3	1	2	3	2	1		2	3	2		1		1		1					1	3	4	2			6	2			3	3	2		3	2	2	8	1		2	3	1		2		1	5		2		3	1		1
chr16:94184770-94212982:+																		1					1																																		2				1												
chr16:94188195-94204227:+																																																																									1
chr16:94189123-94194033:+													1																																							1						1															
chr16:94189123-94212982:+																							1																																																		
chr16:94192873-94204227:+						1																																																																			
chr16:94192873-94217225:+							1																																																																		
chr16:94204172-94212982:+				1		1	3	1			3					1		2					2			2						2	1			2	1				3	1		1					2	1	1	1	1		1	1	1	1					2		1	1		1	1		1		5
chr16:94204172-94221219:+																																																										2															
chr16:94204172-94228786:+																																		1																																							
chr16:94204172-94255382:+																																																					1								1												
chr16:94204172-94263489:+																																																												1													
chr16:94217225-94217744:+																																																																		1							
chr16:94220256-94225046:+									1																																1																																
chr16:94243329-94252018:+					1													1																										1																													
chr16:94253822-94255382:+																	1																								1																																
chr16:94412277-94460552:+																																1								1											1				1					1					1								
chr16:94412277-94474342:+																																	1																																								
chr16:94412277-94478451:+																																		1			1																													1							
chr16:94412277-94487462:+																																																			1				1																		
chr16:94460355-94460552:+			1																																																																						
chr16:94460355-94487462:+																																																																									1
chr16:94464600-94478451:+																																																													1	2											
chr16:94466774-94487462:+																																																												1													
chr16:94478310-94487462:+																												1																																													
chr16:95210593-95210811:-																																									1																																
chr16:95515380-95516229:+																1																																																									
chr16:95803633-95869827:-																																								2																																	
chr16:95824920-95837251:-			1																																																																						
chr16:95831834-95832851:-				1																																																																					
chr16:95831834-95857413:-																											1																																														
chr16:95842451-95866171:-																																												1																													
chr16:95844200-95866171:-																																		1																																							
chr16:95847544-95848647:-																																																																	1								
chr16:95848134-95867385:-																																																		1																							
chr16:95853724-95862299:-																																			1																																						
chr16:95853724-95869827:-																																																															1			1							
chr16:95857314-95869827:-																																														1																											
chr16:95865949-95869827:-							1																												1																										1												
chr16:96007681-96015293:+																														1																																											
chr16:96007681-96025081:+																				1																																																					
chr16:96007681-96025791:+																																			1																																						
chr16:96015212-96015293:+																																					1																																				
chr16:96174029-96199164:+					1																																								1																												
chr16:96187685-96199164:+																																			1																														1								
chr16:96840097-96857965:-						3							1														1						2			1					1												1						1	2									1				4
chr16:97373204-97379856:-																																																											1														
chr16:97392019-97400522:-																											1																																														
chr16:97630810-97641168:-																																																								1																	
chr16:97636777-97641168:-																		1								2									1																																						
chr16:97669791-97670116:-																																																													1												
chr16:97669791-97671480:-																																								1																															1		
chr16:97669791-97678432:-																																												1		1																											
chr16:97680809-97684596:-																																																													2												
chr16:97691205-97713904:-																																1				1																																					
chr17:3209437-3214552:+																																			1																																						
chr17:3213233-3238020:+																																	1																																								
chr17:3462906-3465460:+													3																																																												
chr17:3471547-3477575:+																														1																																											
chr17:3498652-3501132:+																																																		2																							
chr17:3498652-3527553:+				1																																																																					
chr17:5090854-5091049:+																											1													2	3					3	1										1																
chr17:5090854-5148007:+			1	1							1		1																											1		1			1																		1					1			1		
chr17:5090854-5177299:+						2	1	1		1								1				1	1				1					1	2		1	3				1	3	1	1	1			1									1	2	1	2	2	1	3	1			1							3
chr17:5147848-5177299:+						1																														1								1							1				1											1		1					
chr17:5293102-5314396:+																																													1																				1								
chr17:5293102-5329657:+																																									1																																1
chr17:5314306-5329657:+																																													1																												
chr17:5314306-5341558:+																																					1																										1							1			
chr17:5329477-5341558:+																																								2																				1		1											
chr17:5329477-5356169:+						1																																																																			
chr17:5364148-5369125:+																				1																																																					
chr17:5762662-5781849:+							1																											3																																							
chr17:5765243-5781849:+																																																														1											
chr17:5937271-5942174:+				1		1						1					1						2											3						1									1										1			2				1				1			
chr17:5937271-5949770:+										1																																																															
chr17:5937271-5970948:+																							1																																	1						1											
chr17:6082971-6085834:+																																																														1											
chr17:6110477-6111936:-																		1																																																							
chr17:6168570-6189431:+																																					1																						1														
chr17:6187485-6189431:+			4	2	13	6	8	4	4		9	7	9	2		4	3	7	2	5	12	1	19	2		7	6			10		4	5	5	9	4	2		4	3	13	8		12	5	7	8		8	3	7	1	8	12	7	4	2	5	7	8	6	7	4		5	11		5	4	6	5		14
chr17:6187485-6227232:+																			1													1																												1													
chr17:6187485-6235573:+						1					1							1																										1	1	1							1				1					1			2	1				1			
chr17:6187485-6257332:+																																																														1											
chr17:6248946-6257332:+																							1																																							1											
chr17:6251974-6257332:+							1						2																	1									1		2						1				1				1				1			1			1					1			
chr17:7495311-7503526:+																	1																																																								
chr17:7965396-7975233:-																					2																																																				
chr17:9159972-9172755:+				1																																																																					
chr17:10432287-10436732:-																																																																					1				1
chr17:10432287-10501910:-																																										1																															
chr17:10435088-10457965:-																																																																					1				
chr17:10435088-10501910:-																																					1														1				1																		
chr17:10435482-10436644:-																																																										1															
chr17:10435486-10436644:-			1																																																																						
chr17:10457821-10457965:-										1	1	1																									1										1				1				1			2															
chr17:10457821-10492992:-																						1										1																													1												
chr17:10457821-10501910:-						1																2						1		1					1		2				1	1		1					1		1			2	1		1		1						1	1							2
chr17:10492875-10492992:-																																																										1		1													
chr17:10492875-10501910:-			1														1			1																	1				1									1						1					1	2											
chr17:10795393-10816168:-												1																																																													
chr17:11286015-11286179:+																																																														1											
chr17:11456348-11522598:+																																																	2				1						1			1											
chr17:11456348-11653520:+																																	1																																								
chr17:12073613-12073763:+																																																																									1
chr17:12472968-12476917:-																																																			1				1																		
chr17:12472968-12491107:-											1											1								2																																											
chr17:12475477-12475748:-																																				1																																					
chr17:12489749-12491107:-																																			1																																						
chr17:12489749-12496998:-																				1																																																					
chr17:12676431-12683447:-																																	1																									1															
chr17:12932847-12934934:-																					1					1																																			1												
chr17:13136684-13139344:+						1						1																																																													
chr17:13136684-13139753:+																																												1																													
chr17:13138237-13139753:+																	1																																																								
chr17:13139626-13141619:+																																				1																																					
chr17:14024200-14038540:+					1																																																																				
chr17:14038382-14049285:+																																					1																																				
chr17:14038382-14055618:+																											1																																														
chr17:14102763-14102863:+																																																												1													
chr17:14556808-14569040:+																																												1									1																				
chr17:14556808-14595781:+																																																																		1							
chr17:14564588-14595781:+								1			2												2													1				1																			1	1													
chr17:14891534-14899166:-						1																																																																			
chr17:15170821-15179787:-																																																																									1
chr17:15176995-15179787:-																										1																																															
chr17:15626016-15637987:+																																																	1																								
chr17:15952800-15959956:+							1																																																																		
chr17:15959767-15978994:+			1																																																																						
chr17:15962418-15963492:+																	1																																																	1							
chr17:17597980-17610326:+																		1								1																																		1													
chr17:17601073-17607835:+																																					1																																				
chr17:17601073-17610326:+			1																																																																						
chr17:17757175-17758966:-																																												1																													
chr17:17765072-17795649:-																																								1																																	
chr17:17765072-17799634:-																																																								1																	
chr17:17766645-17788696:-																											1																																														
chr17:17786944-17795649:-																																																																							1		
chr17:17791135-17795649:-							1																																1																																		
chr17:18056346-18058505:+																																																																		1							
chr17:18057770-18058788:+					1																																																																				
chr17:21181214-21182978:+																																		1																																							
chr17:21231937-21241096:+							1																												1																												2			1							
chr17:21803291-21803404:+																																									2																								2								
chr17:21953601-21955102:+											1																																																														
chr17:22207011-22209886:+																																																								1																	
chr17:24027039-24029020:+												1																																																													
chr17:24027039-24029745:+																																																																						1			
chr17:24028942-24030055:+																																									1				1																												
chr17:24029745-24029838:+																																																					1																				
chr17:24030612-24030705:+			1							1											1		1										1				1									1											1					1	2										
chr17:24298465-24319882:-																																		1																																							
chr17:24306977-24319882:-																	1		1		1												2												1									1								2	1						1				
chr17:24306977-24326245:-												1											1																		1																									1					1		
