circ_id	gene_id	aging_24m_ESR1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_2	aging_12m_CYP19A1_no_2	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_12m_CYP19A1_no_3	aging_24m_CYP19A1_6m_1	aging_18m_CYP19A1_no_3	aging_18m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	aging_24m_CYP19A1_no_2	aging_24m_CYP19A1_12m_1	aging_24m_CYP19A1_6m_2	aging_12m_CYP19A1_1w_1	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_letrozole_2m_2	aging_24m_ESR1_no_2	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_20m_CYP19A1_no_3	aging_12m_CYP19A1_1w_3	aging_30m_ESR1_18m_3	aging_24m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_12m_ESR1_no_2	aging_30m_CYP19A1_18m_3	aging_30m_CYP19A1_18m_1	aging_24m_ESR1_6m_2	aging_18m_ESR1_no_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_1	aging_18m_CYP19A1_1w_3	aging_18m_ESR1_no_1	aging_18m_ESR1_1w_1	antiHormonal_18m_CYP19A1_no_1	aging_24m_ESR1_12m_3	aging_24m_ESR1_no_1	antiHormonal_20m_ESR1_tamoxifen_2m_3	antiHormonal_20m_ESR1_no_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_12m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_1w_3	antiHormonal_20m_ESR1_no_1	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_24m_ESR1_6m_1	antiHormonal_18m_ESR1_no_3	aging_18m_ESR1_no_3	aging_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_2	aging_24m_CYP19A1_12m_3	aging_18m_CYP19A1_no_1	aging_24m_ESR1_6m_3	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_letrozole_2m_3	antiHormonal_20m_CYP19A1_no_1	aging_24m_CYP19A1_6m_3	aging_30m_ESR1_18m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_12m_ESR1_1w_3	aging_24m_ESR1_12m_2	aging_12m_CYP19A1_no_1	aging_12m_ESR1_no_1	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_1	aging_12m_CYP19A1_1w_2	aging_12m_ESR1_1w_1	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_3	aging_18m_CYP19A1_1w_2
chr2:29916607-29916756:-																																									2																																
chr2:29916607-29916811:-																																																																									1
chr2:29920104-29920185:-						1																																																																			
chr2:29920906-29920985:-																											1																																														
chr2:29921086-29921177:-						1																											2																																								
chr2:29921302-29921406:-																																																	1																								
chr2:29952817-29952918:-																																																																				1					
chr2:29981251-29981346:+																																					1																																				
chr2:30029166-30029320:-																							1																																																		
chr2:30090415-30090520:+																																																																				1					
chr2:30147011-30147112:-				1		1								1		1								1									1							2																	1				1	1			1					1		1	
chr2:30147275-30151967:-							1																				2																																														
chr2:30217277-30218795:-							1																																																																		
chr2:30238556-30238696:+													3																																																												
chr2:30239669-30239858:+																				2																																																					
chr2:30255492-30255767:-																																														1																											
chr2:30292423-30292575:+						1													1																										1		1										1					1											
chr2:30292423-30292623:+																																																									1																
chr2:30292522-30292655:+																																							1																																		
chr2:30703424-30703544:-																																																																						1			
chr2:30781402-30781627:+						1																																																																			
chr2:30846906-30847697:-																																													1																												
chr2:30938325-30938540:+																																																																							1		
chr2:30961312-30969152:+																																																															1										
chr2:31108777-31108896:-																																															1																										
chr2:31108781-31108896:-																																																			1				1																		
chr2:31283298-31283382:-																																																										1															
chr2:31349080-31349195:-																																																														1	1										
chr2:31395071-31395150:-																																																			1				1																		
chr2:31884784-31884864:-																																										1																															
chr2:31892085-31892231:-																													5																																												
chr2:31923280-31923391:-												1																						1								1																															
chr2:32081710-32081848:-																																																				1																					
chr2:32084959-32089044:-																		1																																														1							1		1
chr2:32084959-32089045:-			1																																																																						
chr2:32098716-32098818:-			2								1	4						1		2	1			2			1			1		1		1		1			1			1									1				1		1	1		1		1					1				1		
chr2:32112339-32114071:-																																					1																																				
chr2:32116360-32120846:-																																			1																																						
chr2:32120801-32120976:-																	1																																																								
chr2:32124105-32124207:-																								1																																																	
chr2:32129408-32129702:-																																1																																									
chr2:32139743-32139832:-						1																																																																			
chr2:32146788-32146897:+																																												1																													
chr2:32223426-32223539:+																																																					2																				
chr2:32264720-32264803:-																																														1																											
chr2:32271669-32271761:+											1																																																														
chr2:32305861-32306044:+																																						1		1																																	
chr2:32333305-32333437:+																																		1																																							
chr2:32432853-32432960:-																																1																					3																				
chr2:32454979-32455080:-																																				1																																					
chr2:32457860-32457990:-									1																										1								1		1								1																				
chr2:32457985-32458110:-																																				1																																					
chr2:32463242-32463336:-																																			1																																						
chr2:32486411-32486490:-																																	1																																								
chr2:32499244-32502364:-																																																													1												
chr2:32518471-32520326:-									2																		2				1			2				1	1																																2		
chr2:32518472-32520326:-																																																																1									
chr2:32518473-32520327:-		1																																																																							
chr2:32521290-32521403:-									1																																																																
chr2:32523795-32524292:-																																									1																																
chr2:32549875-32550050:-																																																																							1		
chr2:32573756-32573845:+																																														1																											
chr2:32618971-32619054:-							1																		1																																																
chr2:32637036-32639245:-																											1																																														
chr2:32812900-32813170:+																																																	1																								
chr2:32926018-32926154:+																																			1																																						
chr2:33030302-33030424:+																																																																					1				
chr2:33114447-33114559:-																1		1																																																							
chr2:33116712-33116889:+																																			1																																						
chr2:33118900-33119000:-																																				2																																					
chr2:33118902-33132270:-																					1								1												1																											1					
chr2:33137195-33137397:-																																																													1												
chr2:33318983-33319649:+																			2																																																						
chr2:33353064-33353140:+																																														1																											
chr2:33454358-33454563:+																																														1																											
chr2:33464993-33465089:+																																										1																															
chr2:33490566-33490656:+																										1																																															
chr2:33619034-33619126:+																	1																																																								
chr2:33686131-33686280:+																																																					1																				
chr2:33722794-33722915:+																																																		1																							
chr2:34426777-34426942:-											1																																																														
chr2:34435845-34436004:-																																			1																																						
chr2:34438581-34438730:-																																					1																																				
chr2:34662127-34662372:-																																														1												1															
chr2:34665763-34665922:-																																																																						1			
chr2:34695398-34695474:-																				1																																																					
chr2:35042367-35042445:-		1																											1														1																										1				
chr2:35043228-35043408:-																												2																																													
chr2:35070689-35071601:+																																																																			1						
chr2:35071809-35076741:+																																										1																															
chr2:35172466-35174008:-																														1																																											
chr2:35174003-35174105:-									1																																																																
chr2:35180179-35180267:-						1																																																1																			
chr2:35194306-35194628:-																																																														2		1									
chr2:35194306-35194629:-																																							1																																		
chr2:35194308-35194628:-																															1																																										
chr2:35197552-35197654:-																			1																									1																								3					
chr2:35291123-35291228:+												1																																																													
chr2:35301084-35301204:+																																																									1																
chr2:35498456-35498557:-																					1																																																				
chr2:35527934-35528025:-																																1																																									
chr2:35533899-35551637:+																																													1																												
chr2:35552801-35552904:-											1																																																														
chr2:35552822-35552904:-			1			1														1															1														1																		2			1			
chr2:35583675-35583753:-																			1																							1																			2												
chr2:35600006-35600103:-						1				1								1																														1																						1			
chr2:35600036-35603018:-																																				1																																					
chr2:35610036-35610221:-																												3																																													
chr2:35610885-35611108:-							1																																																																		
chr2:35612187-35612268:-																																																	1																								
chr2:35618176-35618386:-																																																	2																		1						
chr2:35618840-35619392:-																																			1																																						
chr2:35792653-35792862:+																																																										1															
chr2:36076111-36076213:-																																													1																												
chr2:37273132-37273216:+																													1					1												1																								1			
chr2:37273132-37275272:+		1																									1																						1																								
chr2:37273135-37273213:+									1																																																																
chr2:37354820-37354905:-																																																			1				1																		
chr2:37435664-37435744:-			1																																																																						
chr2:37439017-37439099:-																	1																																																								
chr2:37475934-37476067:+																																			1																																						
chr2:37704099-37704218:+						1																																																																			
chr2:37717561-37717701:+																																														1																											
chr2:37732993-37733112:+							2																																																																		
chr2:37814158-37814281:+						1																																																																1			
chr2:37883716-37883930:+											1																																													1																	
chr2:38034164-38034313:+																																									1																																
chr2:38453649-38453865:-																																																	1																								
chr2:38459388-38459627:-																																							1																																		
chr2:38468728-38469060:+																																																																									1
chr2:38494370-38494466:+											1																													2																																	
chr2:38522645-38522748:+																																																			1				1																		
chr2:38613525-38613690:+																																									1																																
chr2:38738670-38738800:+						1																																																																			
chr2:38845950-38846070:-																														1																																											
chr2:38902808-38903066:+																																			1																																						
chr2:39086139-39086234:+																																																		2																							
chr2:39087146-39087327:+			1									1						1																			1			1									1		1				1	2									1						1		
chr2:39087148-39087326:+						1																																																																			
chr2:39087158-39087338:+																																																								1																	
chr2:41734196-41734295:+																																																																	1								
chr2:43690392-43690578:-							2																																																																		
chr2:43826018-43827790:-																																												1																													
chr2:43879682-43879779:-																																																																							1		
chr2:43903276-43914960:-																																																																		1							
chr2:44465004-44465121:+																		1																																																							
chr2:44619954-44620145:+																																																												1													
chr2:44875291-44875752:+																																																			1				1																		
chr2:44886528-44886738:+																																								1																																	
chr2:44886685-44886791:+																1																																																									
chr2:44886713-44886791:+																																								1																																	
chr2:44886954-44887077:+																																																			1				1																		
chr2:44887789-44887998:+																										1																																															
chr2:44918638-44918712:+																																					1																																				
chr2:44932150-44932247:+																																					1																																				
chr2:44933711-44933872:+																																																																		1							
chr2:44979290-44979390:+																					1																																																				
chr2:44979559-44979697:+																																																										1															
chr2:44984546-44984624:+												1	1	1				1																		1					1	1		1												1	1	1															
chr2:44985649-44985742:+																																																														1											
chr2:44991846-44991929:+																																																					1																				
chr2:45030624-45030778:-																																																											1														
chr2:45129272-45129453:-																																																						1																			
chr2:45423731-45423844:-																																																																				1					
chr2:48787428-48787530:+																																	1																																								
chr2:49443070-49443144:-																																			1																																						
chr2:49443070-49443166:-																		1												1																																											
chr2:51644716-51644870:+																																					1																																				
chr2:51988107-51988261:-																																		1																																							
chr2:51999362-52009182:+										1																																																															
chr2:52027006-52027118:+												1																																																													
chr2:52039665-52041438:+													1																																																												
chr2:52040425-52040516:+																					1													1																																							
chr2:52041030-52043119:+				1																																																																					
chr2:52041030-52043120:+																																									1																		1														
chr2:52041078-52041166:+			1																																																																						
chr2:52046152-52046237:+																																																													2												
chr2:52046419-52047355:+																												1																																													
chr2:52059880-52060518:+																													1																																												
chr2:52059881-52060516:+																																								1																																	
chr2:52059881-52060517:+																																		1																																							
chr2:52059881-52060518:+		1	4	3			2		1		1	4								2	2		2	1			5							5	2		3	1	2	8	1	2					2						1					6	5	2	3	4	1			1	3	2			1	1	1
chr2:52059881-52060520:+									1																																																																
chr2:52059883-52060520:+																													3					1	1		1						1				1														1										1		
chr2:52059884-52060520:+																																																																				1					
chr2:52085678-52092562:+																																																																									1
chr2:52091421-52091496:+																											1																															2									2						
chr2:52091906-52092590:+																																																			1				1																		
chr2:52094305-52094890:+																																																																		1							
chr2:52109116-52109278:+																																																																			1						1
chr2:52112927-52114583:+																																		2																																							
chr2:52115635-52116565:+																																															1																										
chr2:52116565-52117361:+																																								1																																	
chr2:52126875-52127061:+																																																																				1					
chr2:52133935-52134036:+																																															1						1																				
chr2:52150552-52153590:+																												1																																													
chr2:52157761-52160289:+																																																													1												
chr2:52167513-52168938:+																																																											1														
chr2:52171521-52171673:+																																																														1	1										
chr2:52171541-52171628:+																																						1																																			
chr2:52171544-52171628:+							2	1	1		1							2		1					1		1		2					1				1						1									1					1				1		2		1							
chr2:52180946-52181144:+																																							1																			1		1	2												
chr2:52189488-52195403:-																					1												1								4			1													1					1											2
chr2:52193672-52198583:+																																										1																															
chr2:52194053-52195126:+		2		1																			1					2															1			1																											1
chr2:52196596-52198793:+																	1																																																								
chr2:52200549-52203173:+																																													1																												
chr2:52202043-52202862:+																																															1																										
chr2:52203874-52217036:+																																									1																																
chr2:52209689-52215068:+																																																																		1							
chr2:52209689-52215070:+																																															1																										
chr2:52584706-52584936:+						1																																																																			
chr2:52838139-52838227:-																										1																																															1
chr2:53029771-53029847:+																																																						1																			
chr2:53031630-53047929:-																																																			1				1																		
chr2:53034838-53035351:+							1										1																		1																						1									1							1
chr2:53034839-53035352:+																		1																																																							
chr2:53034840-53035354:+						1						2																																																											1		
chr2:53105596-53105694:-																		1																																																							
chr2:53105598-53105696:-							1																														1														1				1																1		
chr2:57257829-57260535:-																																																			1				1																		
chr2:58034181-58034267:+																																																	1																								
chr2:58159011-58163405:+																																																																							1		
chr2:58164351-58164430:+			1																																																																						
chr2:58346004-58346084:+						1																																															2																				
chr2:58352694-58352821:+																																																															2										
chr2:59053067-59053174:-																																																									1																
chr2:59060992-59061135:-																																								1																																	
chr2:59062466-59062605:-																													2																																												
chr2:59071382-59071466:-																																																													1												
chr2:59138511-59138635:-																																																	2																								
chr2:59138511-59138658:-																																																											2														
chr2:59483125-59483239:-																																																											1														
chr2:59488417-59488504:-																																			1																																						
chr2:59521352-59521433:-											1																																																						1							1	
chr2:59610418-59610507:-																																											1																														
chr2:59623459-59626255:-																																																																									1
chr2:59649746-59649884:-																																																	1																								
chr2:59742002-59742091:+																																																																									1
chr2:59756395-59756476:+		2																		1						1		1				1																			1		1		1	1	1																1
chr2:59756396-59756476:+																																																																								2	
chr2:59784901-59785008:+																																																1																									
chr2:59784901-59785009:+																																																			1				1																		
chr2:59792673-59792865:+																																										1																															
chr2:59897542-59897630:+																																														1																											
chr2:59902059-59904779:+																1																																																									
chr2:60032446-60032538:+						2																																																																1			
chr2:60037723-60037808:+																																																															1										
chr2:60044798-60044917:-										1																																																															
chr2:60051602-60051686:-		1																					1																													1																					
chr2:60078726-60078890:-																							1																																																		
chr2:60432929-60433070:+																																																														1											
chr2:60734868-60734947:+																																																																				1					
chr2:60748934-60749175:+																																										1																															
chr2:60751401-60751488:+																																																	1																								
chr2:60784152-60784268:+																						1																																																	1		
chr2:60784152-60784271:+																																																																		1							
chr2:60785574-60786053:+																																1																																									
chr2:60791183-60791304:+																																	1																																								
chr2:61443994-61458183:+																																	1																																								
chr2:61447121-61447201:-							1																																																																		
chr2:61459686-61459948:-																																																				1																					
chr2:61624087-61624177:-																																														1																											
chr2:62396695-62396822:+																																																																					1				
chr2:64928911-64929073:+																									1																																																
chr2:65030649-65030738:+						3																																																																			
chr2:65388253-65389155:-																							1																																																		
chr2:65511226-65511333:-																														1																																											
chr2:66048818-66048963:+																																																	1																								
chr2:66505096-66505265:+					1															1		1																		2						1				1															1								
chr2:66505097-66505265:+																																																						1																			
chr2:66506530-66506783:+							1																																																																		
chr2:66511247-66514608:+																																										2																															
chr2:66587526-66587605:+																														1																																											
chr2:67339666-67339780:-			1																	1														1																										1								1					
chr2:67340815-67341038:-																																																										1															
chr2:67341668-67341848:-																			1			1																																																			
chr2:67341906-67342068:-																				1																																																					
chr2:67342799-67343291:-																																	1																																								
chr2:67343852-67343965:-																																																																				1					
chr2:67343854-67343962:-												1																										1																																	1		
chr2:67343854-67343963:-							1																																																											1							
chr2:67343856-67344011:-							2																																																																		
chr2:67343857-67343962:-																																																													1												
chr2:67343857-67343965:-																				1																																																					
chr2:67343858-67344007:-																											1																																														
chr2:67343860-67343961:-																																																																									1
chr2:67343860-67343962:-																								1															1																					2													1
chr2:67343860-67343965:-											1		1																								1																								2											1	
chr2:67343860-67343969:-																																					1																														1				1		
chr2:67343860-67344009:-																																																											1												1		
chr2:67343860-67344018:-																														1																																					1						
chr2:67343860-67344025:-																																																																									1
chr2:67343860-67344028:-																																																																									1
chr2:67343862-67343970:-																																																																			1						
chr2:67343864-67344009:-																										1						1																												2								1					
chr2:67344077-67344198:-																																		1																																							
chr2:67344077-67344200:-																		1		1																	1		1		2				2							1							1									1					3
chr2:67344077-67344241:-																		1									1							1	1																					1																	
chr2:67344077-67344244:-																		1																			1							1		1															1							1					
chr2:67344078-67344200:-																																																														1									1		
chr2:67344078-67344201:-							2		1									4					1							1			1	1						2	1	1					1				2	1			2	2		4				1				2		4			2		2
chr2:67344082-67344173:-																																		1				2																		1																	
chr2:67344082-67344241:-																																							1																				1														
chr2:67344082-67344244:-																																								1	1																											1					
chr2:67344084-67344172:-				1									1	1				1									2		1		1	3	1	5					1					1							1				1						1												2
chr2:67344085-67344173:-														1									1		1		2		3								2																								2			1				4			1		
chr2:67344085-67344205:-		1																																							1				1											1																	
chr2:67344085-67344244:-																														1										1																																	
chr2:67344244-67344352:-																							1																																					1													
chr2:67344244-67344357:-												1						2							1																																																
chr2:67344247-67344352:-												1																																																													
chr2:67344509-67344621:-																																		1																																							
chr2:67344511-67344610:-																																							1					1																													
chr2:67344511-67344622:-																																																																					1				
chr2:67344512-67344624:-																																																																									2
chr2:67346443-67346701:-																																																									1																
chr2:67346494-67346572:-														2																	1																																										
chr2:67347060-67347387:-																																																																								1	
chr2:67347189-67347379:-																																																																		1							
chr2:67347190-67347379:-																							1																																																		
chr2:67347269-67347387:-														1							1																																																				
chr2:67347379-67355151:-																																		1																																					1		
chr2:67356367-67356925:-				1																																																																					
chr2:67356574-67356909:-																																																																									1
chr2:67528259-67529770:-					1																																																																				
chr2:67719180-67719287:-			1																																																																						
chr2:67742631-67742853:-																																																																			1						
chr2:67827615-67827719:-																																																												1													
chr2:68085056-68085317:+						1																																																																			
chr2:68144707-68144947:-				1																																																																					
chr2:68218432-68218564:+													3																																																												
chr2:68881138-68899071:-																																																																						1			
chr2:69515458-69515549:-			1																																																1				1																		
chr2:69515622-69515722:-										1															2																																																
chr2:69744757-69753277:+																																																			1				1																		
chr2:69789721-69789867:-																																														1																											
chr2:70519567-70521075:-																1							1					1				1					1																	1													1						
chr2:70519569-70521075:-									1																																																																
chr2:70521010-70521160:-																		1																																																							
chr2:70521010-70521197:-							1																																																																		
chr2:70544311-70544440:+																			1																																																						
chr2:70600347-70617339:-																																										1																															
chr2:70639670-70639906:+																																1																																									
chr2:71105564-71105651:+		1										3			1				2				2	1	2			1									2	1	1								1											1		3	1		1	3				1			2	2	
chr2:71105564-71109932:+																																																						1																			
chr2:71105565-71105651:+																																											1																														
chr2:71681120-71681234:-																	1																																																								
chr2:71686383-71686526:-																																														1						1																					1
chr2:71686383-71686694:-																																																1																									
chr2:71730674-71730788:-														2																																																											
chr2:72136687-72136786:-																																									1												1																				
chr2:72210434-72210535:-																																										1																															
chr2:72235108-72235413:-																														1																																											
chr2:72235429-72235526:-																			1																																																						
chr2:72237242-72237348:-												1											1																																																		
chr2:72770954-72771039:+																																																				1																					
chr2:72788974-72789051:+						1											1	1												1		1			1																			1															1		1		
chr2:73015908-73015996:+		1																																																											1												
chr2:73172880-73173107:+																											1																																														
chr2:73260850-73261036:+																																																																				1					
chr2:73260874-73261059:+																																																																									1
chr2:73262680-73262776:+																																																											1														
chr2:73262683-73262773:+														2																																																											
chr2:73262683-73262774:+																																	1		1		1									1																			1								
chr2:73262683-73262779:+																																																								1																	
chr2:73342509-73342662:+																																																													1												
chr2:73649567-73649703:+																																												2																													
chr2:74537163-74537265:-																	1																																																								
chr2:74706648-74706749:-						1																															1																																				
chr2:75492510-75492649:-				1																										1		2			1					7	1								1										1			1			1			1			1		
chr2:75506080-75506317:+																																	1																																								
chr2:75506252-75506618:+																										1																																															
chr2:75506393-75506475:+						1																																																																			
chr2:75507192-75507319:+																										1																																															
chr2:75759215-75759367:-																	1																																																								
chr2:76255854-76255996:-																																																											1														
chr2:76526331-76526428:-																																																			1				1																		
chr2:76534734-76535104:+																																																														3											
chr2:76535105-76535285:+																																								1																											1						
chr2:76535201-76535285:+							1		1																						1						1																									1						1			3		
chr2:76535285-76535410:+																		1										1									1																			2																	
chr2:76535415-76535494:+												1		1														2																1							1				1																		
chr2:76535416-76535494:+									1																									2			1					1																								1		1					
chr2:76537172-76541408:+																																													1																												
chr2:76538810-76538958:+																																																																							2		
chr2:76539459-76539727:+																														1																																											
chr2:76539642-76539796:+																																																																			1						
chr2:76540024-76540351:+																																																											2														
chr2:76540037-76540208:+									1				1						1										1												1				1													1	1	1	2											1	1
chr2:76540656-76540731:+																																																												1													
chr2:76540656-76540764:+																																					1																																				1
chr2:76541044-76541311:+																																		1																																							
chr2:76541475-76541751:+				1							1																																									1																					1
chr2:76543894-76543986:+												1																																																													
chr2:76543895-76543986:+			1									1											1							1				1																				1								1										1	
chr2:76544925-76545088:+																		1											1				1																										1														
chr2:76545153-76545680:+																											1																																														
chr2:76545157-76545795:+																																									1																																
chr2:76545191-76545609:+																																																														1											
chr2:76545573-76545795:+																																	1																																								
chr2:76545989-76546168:+																							2																																																		
chr2:76547553-76547664:+																																	1																																								
chr2:76547554-76547668:+																																							1		1												1								1						2						
chr2:76548060-76550523:+																																									1																																
chr2:76548689-76548793:+									1														1															1																1						1													1
chr2:76548690-76548793:+																								1																																																	
chr2:76549429-76550532:+									1																																																																
chr2:76549459-76558882:+																																																			2				2																		
chr2:76550909-76552050:+																																																																									2
chr2:76551231-76552097:+																																																																									1
chr2:76553977-76554111:+																																																											1							1							
chr2:76555802-76555931:+																																																																				1					
chr2:76556285-76556361:+																																																								1																	
chr2:76557158-76559956:+																												1																																													
chr2:76557728-76568075:+																																																																				2					
chr2:76558849-76559891:+																			1																																																						
chr2:76559728-76571385:+				1																																																																					
chr2:76559961-76560170:+																												1																																													
chr2:76559963-76560173:+			1				1					1																												2													1														1						
chr2:76560173-76560397:+																			1																																																						
chr2:76560223-76560351:+		1																		2																			1																				1		1												1
chr2:76561121-76561216:+												1																																																													
chr2:76561368-76561444:+											1										1																																																				
chr2:76564308-76564487:+																																																																			1	1					
chr2:76564314-76564554:+																																								1																																	
chr2:76564562-76564760:+			1																	1																																																					
chr2:76564653-76564751:+		1					1		3		1			1	2					1	3			1										3					1	1			1					1									1	3		3								2	1		2	1	2
chr2:76565132-76565265:+																																																1																									
chr2:76565201-76565299:+									1																																																																
chr2:76565265-76565348:+				1																											1				1																1				1																1		
chr2:76565265-76565441:+																																													1									1								1											
chr2:76566718-76566846:+																																1																																							2		
chr2:76566718-76566884:+																																																											1														
chr2:76567994-76568195:+																															1																																										
chr2:76568276-76568453:+				1														1																1														1					2														1				1		
chr2:76568277-76568453:+																															1																																										
chr2:76568331-76568453:+																																																													1												
chr2:76568453-76568658:+																																																											1														
chr2:76568658-76569181:+																																																																							2		
chr2:76569154-76569260:+			1				2				1																	1							1							1																				2											1
chr2:76569155-76569262:+		1												1											1		1					1		1			1		1												1		2		1				1	2							1	1	1				
chr2:76569912-76569993:+																			1	1																																																					
chr2:76570372-76570542:+																							1																																																		
chr2:76570483-76573753:+																																																						2																			
chr2:76571526-76571613:+												1																																																													
chr2:76571595-76590344:+																																			1																																						
chr2:76572005-76572139:+																																									1																																
chr2:76572263-76572388:+																											1																																														
chr2:76573607-76573766:+													1																											2																																	
